37.620054,55.775325
37.616492,55.7750595
37.6140244,55.7756025
37.6112134,55.7747577
37.6093037,55.7737922
37.6080806,55.7759163
37.6036818,55.7752646
37.6028878,55.7750353
37.5989182,55.774456
37.5916655,55.7702317
37.5872452,55.7678417
37.5872452,55.7686625
37.5867946,55.7687108
37.5852711,55.766876
37.5818593,55.7642806
37.5782973,55.7609848
37.5775249,55.7578456
37.5762589,55.7545734
37.5746066,55.7531244
37.5800354,55.7523636
37.5792844,55.7505522
37.5787265,55.7502745
37.5799496,55.7481248
37.5795419,55.7455161
37.5812156,55.742424
37.5822885,55.7404189
37.5829536,55.7400324
37.5841982,55.73816
37.5833613,55.7375439
37.5860865,55.7358647
37.5918371,55.7318657
37.5949056,55.730887
37.6095397,55.7272017
37.6150114,55.7271172
37.6153762,55.7272863
37.6150758,55.7281926
37.6198823,55.7282047
37.6272852,55.7287122
37.635761,55.7297996
37.6408679,55.7314549
37.642842,55.7328081
37.6469619,55.7353694
37.6491291,55.735913
37.6523263,55.7390539
37.6527555,55.739682
37.6542575,55.7385345
37.6580555,55.7425569
37.6574332,55.7452745
37.6585919,55.7471949
37.6585061,55.7510474
37.6609523,55.7544889
37.6607377,55.7567831
37.6601584,55.7586063
37.6599223,55.7617816
37.6583988,55.7647273
37.6550085,55.7695316
37.6490433,55.7710886
37.640074,55.7742146
37.6325209,55.7754577
37.6268131,55.7751801
37.6205046,55.7753612
